Wall time,Step,Value
1496485972.504798,1,0.6374421119689941
1496486344.219143,2,0.6941550970077515
1496486716.064661,3,0.7193287014961243
1496487086.433083,4,0.6631944179534912
1496487456.893168,5,0.6594328880310059
1496487828.925588,6,0.6776620149612427
1496488201.434464,7,0.6727430820465088
1496488572.149816,8,0.6927083134651184
1496488944.063515,9,0.6712962985038757
1496489315.930979,10,0.6822916865348816
1496489688.293176,11,0.6915509104728699
1496490060.587205,12,0.6128472089767456
1496490433.734208,13,0.7037037014961243
1496490806.010889,14,0.6918402910232544
1496491178.316499,15,0.7149884104728699
1496491549.439481,16,0.6924189925193787
1496491922.008413,17,0.6851851940155029
1496492294.359292,18,0.6629050970077515
1496492666.996896,19,0.6837384104728699
1496493039.287044,20,0.6565393805503845
1496493411.248316,21,0.6571180820465088
1496493782.64856,22,0.6918402910232544
1496494155.320148,23,0.7045717835426331
1496494538.190265,24,0.6869212985038757
1496494909.694846,25,0.6915509104728699
1496495278.744885,26,0.6831597089767456
1496495647.636478,27,0.6990740895271301
1496496017.777549,28,0.7042824029922485
1496496387.576047,29,0.6611689925193787
1496496756.490184,30,0.6935763955116272
1496497126.280568,31,0.7060185074806213
1496497496.409669,32,0.6915509104728699
1496497868.27363,33,0.7051504850387573
1496498240.724045,34,0.6753472089767456
1496498613.908029,35,0.6767939925193787
1496498986.662888,36,0.6793981194496155
1496499358.931952,37,0.7141203880310059
1496499735.121503,38,0.6461226940155029
1496500109.455891,39,0.6935763955116272
1496500481.129762,40,0.6834490895271301
1496500853.304171,41,0.6750578880310059
1496501228.579344,42,0.6487268805503845
1496501599.533596,43,0.6987847089767456
1496501973.349024,44,0.6915509104728699
1496502346.375714,45,0.6990740895271301
1496502718.680304,46,0.6828703880310059
1496503091.305896,47,0.7097800970077515
1496503465.798935,48,0.6924189925193787
1496503840.19138,49,0.6793981194496155
1496504212.489524,50,0.6935763955116272
1496504587.026962,51,0.6686921119689941
1496504962.305501,52,0.7109375
1496505336.031023,53,0.6594328880310059
1496505711.636861,54,0.7285879850387573
1496506084.630302,55,0.7112268805503845
1496506459.447463,56,0.6993634104728699
1496506863.684873,57,0.7008101940155029
1496507237.994748,58,0.6822916865348816
1496507609.801922,59,0.6854745149612427
1496507984.851136,60,0.6796875
1496508360.962719,61,0.6993634104728699
1496508738.200819,62,0.6944444179534912
1496509111.853608,63,0.6932870149612427
1496509485.491863,64,0.6773726940155029
1496509862.561788,65,0.6550925970077515
1496510237.818634,66,0.65625
1496510614.352217,67,0.6863425970077515
1496510988.464487,68,0.6924189925193787
1496511361.633759,69,0.6848958134651184
1496511736.653522,70,0.6730324029922485
1496512111.942046,71,0.6744791865348816
1496512488.216257,72,0.6805555820465088
1496512863.167496,73,0.6892361044883728
1496513233.366578,74,0.6857638955116272
1496513610.780556,75,0.6941550970077515
1496513986.136544,76,0.6721643805503845
1496514362.254723,77,0.6678240895271301
1496514737.903419,78,0.6938657164573669
1496515114.316214,79,0.6504629850387573
1496515489.015129,80,0.7042824029922485
1496515863.135269,81,0.6895254850387573
1496516237.371158,82,0.6941550970077515
1496516613.567711,83,0.6663773059844971
1496516988.565702,84,0.6669560074806213
1496517365.024992,85,0.6921296119689941
1496517739.883932,86,0.7019675970077515
1496518113.190245,87,0.7118055820465088
1496518488.15921,88,0.6753472089767456
1496518862.750107,89,0.6984953880310059
1496519237.381614,90,0.6990740895271301
1496519611.317213,91,0.6950231194496155
1496519987.311239,92,0.7178819179534912
1496520362.392635,93,0.7149884104728699
1496520737.914995,94,0.6877893805503845
1496521115.16154,95,0.7010995149612427
1496521492.11442,96,0.7097800970077515
1496521867.878796,97,0.7144097089767456
1496522242.447205,98,0.6901041865348816
1496522618.107767,99,0.7135416865348816
1496522992.197063,100,0.6927083134651184
