Wall time,Step,Value
1496285031.726605,1,0.9081255793571472
1496285302.697069,2,0.9814173579216003
1496285573.459977,3,0.9878087639808655
1496285846.225706,4,0.9882993102073669
1496286116.034007,5,0.9909828305244446
1496286387.288514,6,0.9918773174285889
1496286660.937424,7,0.9932911992073059
1496286935.772005,8,0.9942867159843445
1496287210.825386,9,0.9937384724617004
1496287485.602545,10,0.9957582950592041
1496287760.683063,11,0.9964219927787781
1496288037.994667,12,0.9950802326202393
1496288314.615304,13,0.9971866607666016
1496288590.800191,14,0.9974752068519592
1496288866.3353,15,0.9952100515365601
1496289140.378362,16,0.998816967010498
1496289414.919407,17,0.9962632656097412
1496289689.608554,18,0.9972587823867798
1496289964.451566,19,0.9975329041481018
1496290238.667908,20,0.9981532692909241
1496290513.219915,21,0.9975473284721375
1496290787.656204,22,0.9983841180801392
1496291063.787426,23,0.997330904006958
1496291339.587197,24,0.9982831478118896
1496291612.941106,25,0.9984850883483887
1496291896.754701,26,0.9981532692909241
1496292172.759294,27,0.9981532692909241
1496292447.246771,28,0.9980811476707458
1496292732.197255,29,0.9983264207839966
1496293014.794859,30,0.9986438155174255
1496293297.809879,31,0.9984562397003174
1496293584.874923,32,0.9984273910522461
1496293859.831787,33,0.99851393699646
1496294143.039165,34,0.9983985424041748
1496294424.425892,35,0.9986438155174255
1496294702.905716,36,0.9986870884895325
1496294980.129157,37,0.9987736344337463
1496295260.011006,38,0.9987736344337463
1496295541.911628,39,0.9993940591812134
1496295821.592669,40,0.9983552694320679
1496296102.009838,41,0.9991055130958557
1496296382.547226,42,0.9982253909111023
1496296663.684662,43,0.9994661808013916
1496296940.422835,44,0.9988746643066406
1496297221.658823,45,0.9986582398414612
1496297501.944696,46,0.999682605266571
1496297778.423803,47,0.9986582398414612
1496298054.834996,48,0.9989612102508545
1496298331.852734,49,0.9987592101097107
1496298609.013783,50,0.9995527267456055
1496298884.129927,51,0.9984273910522461
1496299158.842146,52,0.9994373321533203
1496299434.131372,53,0.9991487860679626
1496299707.384054,54,0.9986293911933899
1496299982.296319,55,0.9995094537734985
1496300265.783446,56,0.9990044832229614
1496300550.648094,57,0.9987592101097107
1496300845.761496,58,0.9992930293083191
1496301127.349825,59,0.9990910887718201
1496301409.241494,60,0.9985716938972473
1496301694.280724,61,0.9993652105331421
1496301979.761609,62,0.9993363618850708
1496302259.752986,63,0.9992786049842834
1496302537.479543,64,0.9989756345748901
1496302817.075836,65,0.9991632103919983
1496303097.649813,66,0.999408483505249
1496303379.73214,67,0.9988313913345337
1496303657.380121,68,0.9992641806602478
1496303935.591698,69,0.9994806051254272
1496304215.661152,70,0.9989467859268188
1496304499.252879,71,0.999134361743927
1496304779.187986,72,0.999725878238678
1496305059.571252,73,0.9999423027038574
1496305346.681012,74,0.9986149668693542
1496305630.827087,75,0.9994806051254272
1496305914.059345,76,0.9992064833641052
1496306196.189721,77,0.9991199374198914
1496306472.646381,78,0.9995527267456055
1496306759.358901,79,0.9992209076881409
1496307046.629268,80,0.999682605266571
1496307329.09687,81,0.9989756345748901
1496307606.43243,82,0.9993507862091064
1496307892.410203,83,0.9995527267456055
1496308178.900095,84,0.9991487860679626
1496308463.369458,85,0.9993507862091064
1496308746.194824,86,0.9996393322944641
1496309022.396464,87,0.9994661808013916
1496309298.745609,88,0.9989323616027832
1496309574.326001,89,0.9994806051254272
1496309850.062592,90,0.9994950294494629
1496310126.901966,91,0.9995815753936768
1496310404.200057,92,0.9990477561950684
1496310680.751005,93,0.9995960593223572
1496310957.378649,94,0.9993940591812134
1496311234.219669,95,0.9995383024215698
1496311513.32049,96,0.9992641806602478
1496311791.709422,97,0.9993074536323547
1496312070.967495,98,0.9994661808013916
1496312352.211626,99,0.9995094537734985
1496312629.527783,100,0.9992930293083191
